structure_candidate_id,candidate_generation_version,group,pattern_type,feature_atom_ids,threshold_ids,lookback_days,profile_window_bucket,sequence_lag_days,dedup_gap_days,profile_definition,action_time_definition,trigger_date_policy,background_control_policy,formula_hash,config_row_hash,feature,operator,threshold,required_days,observable_trigger_rule,max_lag_days,first_trigger_only_flag,raw_feature_list,shared_feature_family
r02v2_acceleration_and_gap_persistence_3fbc74_0602d7_156070_4e0740_f5ca38,r02_v2_candidate_grid_v1,acceleration_and_gap,persistence,acceleration_ret1d,0602d7c813,3,build_window,0,20,return1d >= 0.05; rolling_days=3; required_days=3; window=build_window,return1d >= 0.05; rolling_days=3; required_days=3; window=build_window,first_observable_pattern_complete_date,both,91016f0c008ef9d3,06b40825bafa2b86,return1d,>=,0.05,3,return1d >= 0.05; rolling_days=3; required_days=3; window=build_window,0,True,return1d,acceleration
r02v2_acceleration_and_gap_point_in_window_existence_3fbc74_91539d_23e5f3_6b86b2_f5ca38,r02_v2_candidate_grid_v1,acceleration_and_gap,point_in_window_existence,acceleration_ret1d,91539d7445,1,continuation_window,0,20,return1d >= 0.07; rolling_days=1; required_days=1; window=continuation_window,return1d >= 0.07; rolling_days=1; required_days=1; window=continuation_window,first_observable_pattern_complete_date,both,a894d8105ca1e752,75cae61d76e2e230,return1d,>=,0.07,1,return1d >= 0.07; rolling_days=1; required_days=1; window=continuation_window,0,True,return1d,acceleration
r02v2_acceleration_and_gap_point_in_window_existence_3fbc74_91539d_60f76f_6b86b2_f5ca38,r02_v2_candidate_grid_v1,acceleration_and_gap,point_in_window_existence,acceleration_ret1d,91539d7445,1,full_window,0,20,return1d >= 0.07; rolling_days=1; required_days=1; window=full_window,return1d >= 0.07; rolling_days=1; required_days=1; window=full_window,first_observable_pattern_complete_date,both,87031b502a23f88c,5c323bbd4b80a6f7,return1d,>=,0.07,1,return1d >= 0.07; rolling_days=1; required_days=1; window=full_window,0,True,return1d,acceleration
r02v2_acceleration_and_gap_point_in_window_existence_3fbc74_91539d_a96cae_6b86b2_f5ca38,r02_v2_candidate_grid_v1,acceleration_and_gap,point_in_window_existence,acceleration_ret1d,91539d7445,1,early_window,0,20,return1d >= 0.07; rolling_days=1; required_days=1; window=early_window,return1d >= 0.07; rolling_days=1; required_days=1; window=early_window,first_observable_pattern_complete_date,both,a86054e40664aea8,9e6edeb3fb345438,return1d,>=,0.07,1,return1d >= 0.07; rolling_days=1; required_days=1; window=early_window,0,True,return1d,acceleration
r02v2_acceleration_and_gap_point_in_window_existence_813ecf_312b95_156070_6b86b2_f5ca38,r02_v2_candidate_grid_v1,acceleration_and_gap,point_in_window_existence,acceleration_gap,312b95ee5a,1,build_window,0,20,gap_open_pct >= 0.01; rolling_days=1; required_days=1; window=build_window,gap_open_pct >= 0.01; rolling_days=1; required_days=1; window=build_window,first_observable_pattern_complete_date,both,a12aa04dcff56109,d4dcc294cb8c4d99,gap_open_pct,>=,0.01,1,gap_open_pct >= 0.01; rolling_days=1; required_days=1; window=build_window,0,True,gap_open_pct,acceleration
r02v2_acceleration_and_gap_point_in_window_existence_813ecf_312b95_23e5f3_6b86b2_f5ca38,r02_v2_candidate_grid_v1,acceleration_and_gap,point_in_window_existence,acceleration_gap,312b95ee5a,1,continuation_window,0,20,gap_open_pct >= 0.01; rolling_days=1; required_days=1; window=continuation_window,gap_open_pct >= 0.01; rolling_days=1; required_days=1; window=continuation_window,first_observable_pattern_complete_date,both,6b4c0b43fb40c9ee,fdb5e8f90c4b2be2,gap_open_pct,>=,0.01,1,gap_open_pct >= 0.01; rolling_days=1; required_days=1; window=continuation_window,0,True,gap_open_pct,acceleration
r02v2_acceleration_and_gap_point_in_window_existence_813ecf_312b95_60f76f_6b86b2_f5ca38,r02_v2_candidate_grid_v1,acceleration_and_gap,point_in_window_existence,acceleration_gap,312b95ee5a,1,full_window,0,20,gap_open_pct >= 0.01; rolling_days=1; required_days=1; window=full_window,gap_open_pct >= 0.01; rolling_days=1; required_days=1; window=full_window,first_observable_pattern_complete_date,both,5f094ac481251697,b1c74912f81dff62,gap_open_pct,>=,0.01,1,gap_open_pct >= 0.01; rolling_days=1; required_days=1; window=full_window,0,True,gap_open_pct,acceleration
r02v2_acceleration_and_gap_point_in_window_existence_813ecf_312b95_a96cae_6b86b2_f5ca38,r02_v2_candidate_grid_v1,acceleration_and_gap,point_in_window_existence,acceleration_gap,312b95ee5a,1,early_window,0,20,gap_open_pct >= 0.01; rolling_days=1; required_days=1; window=early_window,gap_open_pct >= 0.01; rolling_days=1; required_days=1; window=early_window,first_observable_pattern_complete_date,both,c9094bd0776af883,eaf6eb8e84cb92aa,gap_open_pct,>=,0.01,1,gap_open_pct >= 0.01; rolling_days=1; required_days=1; window=early_window,0,True,gap_open_pct,acceleration
r02v2_acceleration_and_gap_point_in_window_existence_813ecf_773a15_156070_6b86b2_f5ca38,r02_v2_candidate_grid_v1,acceleration_and_gap,point_in_window_existence,acceleration_gap,773a15ec53,1,build_window,0,20,gap_open_pct >= 0.03; rolling_days=1; required_days=1; window=build_window,gap_open_pct >= 0.03; rolling_days=1; required_days=1; window=build_window,first_observable_pattern_complete_date,both,23d2f3afd76df47a,b0ada9c0438db323,gap_open_pct,>=,0.03,1,gap_open_pct >= 0.03; rolling_days=1; required_days=1; window=build_window,0,True,gap_open_pct,acceleration
r02v2_acceleration_and_gap_point_in_window_existence_813ecf_773a15_23e5f3_6b86b2_f5ca38,r02_v2_candidate_grid_v1,acceleration_and_gap,point_in_window_existence,acceleration_gap,773a15ec53,1,continuation_window,0,20,gap_open_pct >= 0.03; rolling_days=1; required_days=1; window=continuation_window,gap_open_pct >= 0.03; rolling_days=1; required_days=1; window=continuation_window,first_observable_pattern_complete_date,both,b53acb0f520f71db,9764b0ce1593199e,gap_open_pct,>=,0.03,1,gap_open_pct >= 0.03; rolling_days=1; required_days=1; window=continuation_window,0,True,gap_open_pct,acceleration
r02v2_acceleration_and_gap_point_in_window_existence_813ecf_773a15_60f76f_6b86b2_f5ca38,r02_v2_candidate_grid_v1,acceleration_and_gap,point_in_window_existence,acceleration_gap,773a15ec53,1,full_window,0,20,gap_open_pct >= 0.03; rolling_days=1; required_days=1; window=full_window,gap_open_pct >= 0.03; rolling_days=1; required_days=1; window=full_window,first_observable_pattern_complete_date,both,6bc78533d135a862,64c7d7d7927f5a25,gap_open_pct,>=,0.03,1,gap_open_pct >= 0.03; rolling_days=1; required_days=1; window=full_window,0,True,gap_open_pct,acceleration
r02v2_acceleration_and_gap_point_in_window_existence_813ecf_773a15_a96cae_6b86b2_f5ca38,r02_v2_candidate_grid_v1,acceleration_and_gap,point_in_window_existence,acceleration_gap,773a15ec53,1,early_window,0,20,gap_open_pct >= 0.03; rolling_days=1; required_days=1; window=early_window,gap_open_pct >= 0.03; rolling_days=1; required_days=1; window=early_window,first_observable_pattern_complete_date,both,7fa1c6ffea609591,edb899fa6f2d1308,gap_open_pct,>=,0.03,1,gap_open_pct >= 0.03; rolling_days=1; required_days=1; window=early_window,0,True,gap_open_pct,acceleration
r02v2_distribution_absence_persistence_aaf482_6b86b2_156070_4e0740_f5ca38,r02_v2_candidate_grid_v1,distribution_absence,persistence,no_failed_breakout10,6b86b273ff,3,build_window,0,20,past_h10_no_failed_breakout == 1; rolling_days=3; required_days=3; window=build_window,past_h10_no_failed_breakout == 1; rolling_days=3; required_days=3; window=build_window,first_observable_pattern_complete_date,both,645df0223d3fbc5a,8f5cb3b341fb8378,past_h10_no_failed_breakout,==,1.0,3,past_h10_no_failed_breakout == 1; rolling_days=3; required_days=3; window=build_window,0,True,past_h10_no_failed_breakout,distribution_absence
r02v2_distribution_absence_persistence_aaf482_6b86b2_156070_ef2d12_f5ca38,r02_v2_candidate_grid_v1,distribution_absence,persistence,no_failed_breakout10,6b86b273ff,5,build_window,0,20,past_h10_no_failed_breakout == 1; rolling_days=5; required_days=3; window=build_window,past_h10_no_failed_breakout == 1; rolling_days=5; required_days=3; window=build_window,first_observable_pattern_complete_date,both,4a666035705484d5,20c1e669449c5092,past_h10_no_failed_breakout,==,1.0,3,past_h10_no_failed_breakout == 1; rolling_days=5; required_days=3; window=build_window,0,True,past_h10_no_failed_breakout,distribution_absence
r02v2_distribution_absence_persistence_aaf482_6b86b2_23e5f3_4e0740_f5ca38,r02_v2_candidate_grid_v1,distribution_absence,persistence,no_failed_breakout10,6b86b273ff,3,continuation_window,0,20,past_h10_no_failed_breakout == 1; rolling_days=3; required_days=3; window=continuation_window,past_h10_no_failed_breakout == 1; rolling_days=3; required_days=3; window=continuation_window,first_observable_pattern_complete_date,both,4b44fcfd6a7a9b70,df214a308ff370f1,past_h10_no_failed_breakout,==,1.0,3,past_h10_no_failed_breakout == 1; rolling_days=3; required_days=3; window=continuation_window,0,True,past_h10_no_failed_breakout,distribution_absence
r02v2_distribution_absence_persistence_aaf482_6b86b2_23e5f3_ef2d12_f5ca38,r02_v2_candidate_grid_v1,distribution_absence,persistence,no_failed_breakout10,6b86b273ff,5,continuation_window,0,20,past_h10_no_failed_breakout == 1; rolling_days=5; required_days=3; window=continuation_window,past_h10_no_failed_breakout == 1; rolling_days=5; required_days=3; window=continuation_window,first_observable_pattern_complete_date,both,5b3db2d60c136418,99be2ab9f8f3825d,past_h10_no_failed_breakout,==,1.0,3,past_h10_no_failed_breakout == 1; rolling_days=5; required_days=3; window=continuation_window,0,True,past_h10_no_failed_breakout,distribution_absence
r02v2_distribution_absence_persistence_aaf482_6b86b2_60f76f_4e0740_f5ca38,r02_v2_candidate_grid_v1,distribution_absence,persistence,no_failed_breakout10,6b86b273ff,3,full_window,0,20,past_h10_no_failed_breakout == 1; rolling_days=3; required_days=3; window=full_window,past_h10_no_failed_breakout == 1; rolling_days=3; required_days=3; window=full_window,first_observable_pattern_complete_date,both,b840264e4b8b447a,1b6effec3a9857a6,past_h10_no_failed_breakout,==,1.0,3,past_h10_no_failed_breakout == 1; rolling_days=3; required_days=3; window=full_window,0,True,past_h10_no_failed_breakout,distribution_absence
r02v2_distribution_absence_persistence_aaf482_6b86b2_60f76f_ef2d12_f5ca38,r02_v2_candidate_grid_v1,distribution_absence,persistence,no_failed_breakout10,6b86b273ff,5,full_window,0,20,past_h10_no_failed_breakout == 1; rolling_days=5; required_days=3; window=full_window,past_h10_no_failed_breakout == 1; rolling_days=5; required_days=3; window=full_window,first_observable_pattern_complete_date,both,2fd437664e6c35ab,fad5633558ceb1fb,past_h10_no_failed_breakout,==,1.0,3,past_h10_no_failed_breakout == 1; rolling_days=5; required_days=3; window=full_window,0,True,past_h10_no_failed_breakout,distribution_absence
r02v2_distribution_absence_persistence_aaf482_6b86b2_a96cae_4e0740_f5ca38,r02_v2_candidate_grid_v1,distribution_absence,persistence,no_failed_breakout10,6b86b273ff,3,early_window,0,20,past_h10_no_failed_breakout == 1; rolling_days=3; required_days=3; window=early_window,past_h10_no_failed_breakout == 1; rolling_days=3; required_days=3; window=early_window,first_observable_pattern_complete_date,both,a7f0a83ed0a4e6d9,6459e0be88789230,past_h10_no_failed_breakout,==,1.0,3,past_h10_no_failed_breakout == 1; rolling_days=3; required_days=3; window=early_window,0,True,past_h10_no_failed_breakout,distribution_absence
r02v2_distribution_absence_persistence_aaf482_6b86b2_a96cae_ef2d12_f5ca38,r02_v2_candidate_grid_v1,distribution_absence,persistence,no_failed_breakout10,6b86b273ff,5,early_window,0,20,past_h10_no_failed_breakout == 1; rolling_days=5; required_days=3; window=early_window,past_h10_no_failed_breakout == 1; rolling_days=5; required_days=3; window=early_window,first_observable_pattern_complete_date,both,dd0b2da6126913f5,34f291c8e09425b0,past_h10_no_failed_breakout,==,1.0,3,past_h10_no_failed_breakout == 1; rolling_days=5; required_days=3; window=early_window,0,True,past_h10_no_failed_breakout,distribution_absence
r02v2_distribution_absence_persistence_d350f2_6b86b2_156070_4e0740_f5ca38,r02_v2_candidate_grid_v1,distribution_absence,persistence,no_high_volume_down20,6b86b273ff,3,build_window,0,20,past_h20_no_high_volume_down_day == 1; rolling_days=3; required_days=3; window=build_window,past_h20_no_high_volume_down_day == 1; rolling_days=3; required_days=3; window=build_window,first_observable_pattern_complete_date,both,58ec9b51658e4999,8f45e25e4767418c,past_h20_no_high_volume_down_day,==,1.0,3,past_h20_no_high_volume_down_day == 1; rolling_days=3; required_days=3; window=build_window,0,True,past_h20_no_high_volume_down_day,distribution_absence
r02v2_distribution_absence_persistence_d350f2_6b86b2_156070_ef2d12_f5ca38,r02_v2_candidate_grid_v1,distribution_absence,persistence,no_high_volume_down20,6b86b273ff,5,build_window,0,20,past_h20_no_high_volume_down_day == 1; rolling_days=5; required_days=3; window=build_window,past_h20_no_high_volume_down_day == 1; rolling_days=5; required_days=3; window=build_window,first_observable_pattern_complete_date,both,50f5a32ededfeadf,ee9bb49f06fb8dcf,past_h20_no_high_volume_down_day,==,1.0,3,past_h20_no_high_volume_down_day == 1; rolling_days=5; required_days=3; window=build_window,0,True,past_h20_no_high_volume_down_day,distribution_absence
r02v2_distribution_absence_persistence_d350f2_6b86b2_23e5f3_4e0740_f5ca38,r02_v2_candidate_grid_v1,distribution_absence,persistence,no_high_volume_down20,6b86b273ff,3,continuation_window,0,20,past_h20_no_high_volume_down_day == 1; rolling_days=3; required_days=3; window=continuation_window,past_h20_no_high_volume_down_day == 1; rolling_days=3; required_days=3; window=continuation_window,first_observable_pattern_complete_date,both,e1b1b9fcd168a4c9,8f740e211cdf14df,past_h20_no_high_volume_down_day,==,1.0,3,past_h20_no_high_volume_down_day == 1; rolling_days=3; required_days=3; window=continuation_window,0,True,past_h20_no_high_volume_down_day,distribution_absence
r02v2_distribution_absence_persistence_d350f2_6b86b2_23e5f3_ef2d12_f5ca38,r02_v2_candidate_grid_v1,distribution_absence,persistence,no_high_volume_down20,6b86b273ff,5,continuation_window,0,20,past_h20_no_high_volume_down_day == 1; rolling_days=5; required_days=3; window=continuation_window,past_h20_no_high_volume_down_day == 1; rolling_days=5; required_days=3; window=continuation_window,first_observable_pattern_complete_date,both,c9559ed10dbc5a61,f24863ade4667cdd,past_h20_no_high_volume_down_day,==,1.0,3,past_h20_no_high_volume_down_day == 1; rolling_days=5; required_days=3; window=continuation_window,0,True,past_h20_no_high_volume_down_day,distribution_absence
r02v2_distribution_absence_persistence_d350f2_6b86b2_60f76f_4e0740_f5ca38,r02_v2_candidate_grid_v1,distribution_absence,persistence,no_high_volume_down20,6b86b273ff,3,full_window,0,20,past_h20_no_high_volume_down_day == 1; rolling_days=3; required_days=3; window=full_window,past_h20_no_high_volume_down_day == 1; rolling_days=3; required_days=3; window=full_window,first_observable_pattern_complete_date,both,bdd7647b4f447135,45e7dcb7a0ef5ca1,past_h20_no_high_volume_down_day,==,1.0,3,past_h20_no_high_volume_down_day == 1; rolling_days=3; required_days=3; window=full_window,0,True,past_h20_no_high_volume_down_day,distribution_absence
r02v2_distribution_absence_persistence_d350f2_6b86b2_60f76f_ef2d12_f5ca38,r02_v2_candidate_grid_v1,distribution_absence,persistence,no_high_volume_down20,6b86b273ff,5,full_window,0,20,past_h20_no_high_volume_down_day == 1; rolling_days=5; required_days=3; window=full_window,past_h20_no_high_volume_down_day == 1; rolling_days=5; required_days=3; window=full_window,first_observable_pattern_complete_date,both,3a859bc588bf3116,8e3e543f2f179976,past_h20_no_high_volume_down_day,==,1.0,3,past_h20_no_high_volume_down_day == 1; rolling_days=5; required_days=3; window=full_window,0,True,past_h20_no_high_volume_down_day,distribution_absence
r02v2_distribution_absence_persistence_d350f2_6b86b2_a96cae_4e0740_f5ca38,r02_v2_candidate_grid_v1,distribution_absence,persistence,no_high_volume_down20,6b86b273ff,3,early_window,0,20,past_h20_no_high_volume_down_day == 1; rolling_days=3; required_days=3; window=early_window,past_h20_no_high_volume_down_day == 1; rolling_days=3; required_days=3; window=early_window,first_observable_pattern_complete_date,both,f7c3d22e64327268,62ba5a1abfd9fd9c,past_h20_no_high_volume_down_day,==,1.0,3,past_h20_no_high_volume_down_day == 1; rolling_days=3; required_days=3; window=early_window,0,True,past_h20_no_high_volume_down_day,distribution_absence
r02v2_distribution_absence_persistence_d350f2_6b86b2_a96cae_ef2d12_f5ca38,r02_v2_candidate_grid_v1,distribution_absence,persistence,no_high_volume_down20,6b86b273ff,5,early_window,0,20,past_h20_no_high_volume_down_day == 1; rolling_days=5; required_days=3; window=early_window,past_h20_no_high_volume_down_day == 1; rolling_days=5; required_days=3; window=early_window,first_observable_pattern_complete_date,both,1538aa5f5a977293,8a66915488f6a2a3,past_h20_no_high_volume_down_day,==,1.0,3,past_h20_no_high_volume_down_day == 1; rolling_days=5; required_days=3; window=early_window,0,True,past_h20_no_high_volume_down_day,distribution_absence
r02v2_distribution_absence_point_in_window_existence_aaf482_6b86b2_156070_6b86b2_f5ca38,r02_v2_candidate_grid_v1,distribution_absence,point_in_window_existence,no_failed_breakout10,6b86b273ff,1,build_window,0,20,past_h10_no_failed_breakout == 1; rolling_days=1; required_days=1; window=build_window,past_h10_no_failed_breakout == 1; rolling_days=1; required_days=1; window=build_window,first_observable_pattern_complete_date,both,4e06c71ddaea25ea,b4f041c9dd595de9,past_h10_no_failed_breakout,==,1.0,1,past_h10_no_failed_breakout == 1; rolling_days=1; required_days=1; window=build_window,0,True,past_h10_no_failed_breakout,distribution_absence
r02v2_distribution_absence_point_in_window_existence_aaf482_6b86b2_23e5f3_6b86b2_f5ca38,r02_v2_candidate_grid_v1,distribution_absence,point_in_window_existence,no_failed_breakout10,6b86b273ff,1,continuation_window,0,20,past_h10_no_failed_breakout == 1; rolling_days=1; required_days=1; window=continuation_window,past_h10_no_failed_breakout == 1; rolling_days=1; required_days=1; window=continuation_window,first_observable_pattern_complete_date,both,640f7bfa508ff957,d52d8265f8030ed6,past_h10_no_failed_breakout,==,1.0,1,past_h10_no_failed_breakout == 1; rolling_days=1; required_days=1; window=continuation_window,0,True,past_h10_no_failed_breakout,distribution_absence
r02v2_distribution_absence_point_in_window_existence_aaf482_6b86b2_60f76f_6b86b2_f5ca38,r02_v2_candidate_grid_v1,distribution_absence,point_in_window_existence,no_failed_breakout10,6b86b273ff,1,full_window,0,20,past_h10_no_failed_breakout == 1; rolling_days=1; required_days=1; window=full_window,past_h10_no_failed_breakout == 1; rolling_days=1; required_days=1; window=full_window,first_observable_pattern_complete_date,both,aad87c035525da04,04b82a7032fa77cc,past_h10_no_failed_breakout,==,1.0,1,past_h10_no_failed_breakout == 1; rolling_days=1; required_days=1; window=full_window,0,True,past_h10_no_failed_breakout,distribution_absence
r02v2_distribution_absence_point_in_window_existence_aaf482_6b86b2_a96cae_6b86b2_f5ca38,r02_v2_candidate_grid_v1,distribution_absence,point_in_window_existence,no_failed_breakout10,6b86b273ff,1,early_window,0,20,past_h10_no_failed_breakout == 1; rolling_days=1; required_days=1; window=early_window,past_h10_no_failed_breakout == 1; rolling_days=1; required_days=1; window=early_window,first_observable_pattern_complete_date,both,53ac65cc0636817f,d65b6de4c45a8d40,past_h10_no_failed_breakout,==,1.0,1,past_h10_no_failed_breakout == 1; rolling_days=1; required_days=1; window=early_window,0,True,past_h10_no_failed_breakout,distribution_absence
